id,term,category,weight
975,beware,negative,-0.246
3148,frightening,negative,-0.246
7024,predict future,negative,-0.246
7525,sakali,negative,-0.246
7646,scare die me,negative,-0.246
7649,scary,negative,-0.246
7884,shocking,negative,-0.246
8613,supposingly,negative,-0.246
8626,surveillance,negative,-0.246
8748,take caution,negative,-0.246
8902,teh gu,negative,-0.246
9472,unpredictable outcome,negative,-0.246
3871,how like that,negative,-0.247
4741,knock out,negative,-0.247
6561,pass out,negative,-0.247
8084,sleep,negative,-0.247
7700,see how lor,negative,-0.248
7956,siao liao,negative,-0.25
2814,extra duties,negative,-0.252
4107,infraction,negative,-0.252
7972,sign extra,negative,-0.252
2473,doubt,negative,-0.253
4307,joking,negative,-0.253
7064,procrastinate,negative,-0.253
7698,see how,negative,-0.253
7879,shitting,negative,-0.253
9638,wait longer,negative,-0.253
3872,how now,negative,-0.254
507,anpai,negative,-0.256
653,authority,negative,-0.256
1004,big guy,negative,-0.256
2159,dai lou,negative,-0.256
2165,danger,negative,-0.256
2808,exposed,negative,-0.256
6077,nipples,negative,-0.256
7193,raisin,negative,-0.256
9370,undercover,negative,-0.256
9459,unnecessary attention,negative,-0.256
1005,big head,negative,-0.258
4574,kena punish,negative,-0.258
5482,mandai,negative,-0.258
2576,ear piercing,negative,-0.259
6341,out of tune,negative,-0.259
8972,terperanjat beruk,negative,-0.259
9979,zao yim,negative,-0.259
2646,eh sai bo,negative,-0.261
9624,wa lan,negative,-0.261
4530,kena caught,negative,-0.262
5518,mark attendance,negative,-0.264
6195,obligation,negative,-0.264
6860,please others,negative,-0.264
7896,show face,negative,-0.264
9523,unwillingly,negative,-0.264
992,biar betul,negative,-0.265
6910,poopxplosion,negative,-0.272
620,astonish,negative,-0.273
9628,wa lau wei,negative,-0.273
2568,duo gao,negative,-0.276
6879,police,negative,-0.276
1649,chi cham,negative,-0.278
2806,explosion,negative,-0.278
6394,overly stressed,negative,-0.278
8965,terbaboom,negative,-0.278
7058,private information,negative,-0.279
9159,too much info,negative,-0.279
9160,too much information,negative,-0.279
4399,kampau,negative,-0.283
370,ai see,negative,-0.284
604,ask for trouble,negative,-0.284
7409,risky,negative,-0.284
991,biar betik,negative,-0.289
3298,gg,negative,-0.289
2093,cry,negative,-0.333
2462,dont like,negative,-0.333
2759,ew,negative,-0.333
3491,grief,negative,-0.333
4668,khia khia,negative,-0.333
6620,pek chek,negative,-0.333
7480,run away,negative,-0.333
7875,shit pants,negative,-0.333
7940,sian,negative,-0.333
7988,sim tia,negative,-0.333
9253,tu lan,negative,-0.333
1417,call girl,negative,-0.47
1664,chicken business,negative,-0.47
1998,contra,negative,-0.47
1999,contraband,negative,-0.47
7825,sex worker,negative,-0.47
8138,smuggle,negative,-0.47
8167,social escort,negative,-0.47
6725,perasan young,negative,-0.471
9768,white people,negative,-0.473
1997,continuous reminder,negative,-0.474
2900,fatsy,negative,-0.474
3042,flu,negative,-0.474
3981,illness,negative,-0.474
5142,liam keng,negative,-0.474
5247,lor soh,negative,-0.474
6132,non-allergic,negative,-0.474
7380,rhinitis,negative,-0.474
8041,sinus,negative,-0.474
8151,sneeze non-stop,negative,-0.474
9458,unnecessary,negative,-0.474
470,ang moh dua ki,negative,-0.475
1011,big shot,negative,-0.475
3851,hostility,negative,-0.475
6158,not nice act nice,negative,-0.475
7563,sampuk,negative,-0.475
8074,slam dunk,negative,-0.475
8075,slammed,negative,-0.475
2617,education,negative,-0.476
3683,helication,negative,-0.476
3687,hellish,negative,-0.476
8491,stressful,negative,-0.476
989,bianhamida,negative,-0.477
6839,plaster mulut,negative,-0.477
409,alarm,negative,-0.478
474,ang moh gao sai,negative,-0.478
982,bhai si mi sek,negative,-0.478
1522,challenge,negative,-0.478
2367,discrimination,negative,-0.478
2678,emergency,negative,-0.478
2961,fight,negative,-0.478
3660,hean toh,negative,-0.478
3689,help,negative,-0.478
4293,jiu ming ah,negative,-0.478
5164,like airport runway,negative,-0.478
5928,musibot,negative,-0.478
7331,require assistant,negative,-0.478
9288,turban color,negative,-0.478
894,beethoven,negative,-0.479
1239,brazen,negative,-0.479
1318,buay paiseh,negative,-0.479
1383,butt,negative,-0.479
1392,butterface,negative,-0.479
3166,fuck spider,negative,-0.479
4200,itchy backside,negative,-0.479
7402,rifle barrel,negative,-0.479
9325,unabashed,negative,-0.479
2410,disreputable,negative,-0.48
3333,gila wang,negative,-0.48
4375,kaki maksiat,negative,-0.48
4586,kena screen,negative,-0.48
6882,police screening,negative,-0.48
1072,bloated,negative,-0.481
2352,disappointing,negative,-0.481
2849,fake illness,negative,-0.481
4517,kembung air,negative,-0.481
4617,keng ka liau,negative,-0.481
5004,lan jiao wei,negative,-0.481
6373,overdrink,negative,-0.481
6669,perasan ah lian,negative,-0.481
6779,pia chui,negative,-0.481
8554,substandard,negative,-0.481
8693,tahi kucing,negative,-0.481
9154,too full,negative,-0.481
9485,unruly,negative,-0.481
187,action bijak,negative,-0.482
742,bad purchase,negative,-0.482
1113,bo hua,negative,-0.482
1543,chao kuan,negative,-0.482
2281,devious,negative,-0.482
2918,fear death,negative,-0.482
3542,habitual,negative,-0.482
4694,kiasi,negative,-0.482
4708,killer litter,negative,-0.482
5195,litter from tall building,negative,-0.482
5918,murah ppl,negative,-0.482
5920,murder,negative,-0.482
6215,offense,negative,-0.482
7101,public nuisance,negative,-0.482
7941,sian half,negative,-0.482
9218,trashy,negative,-0.482
9480,unrewarding,negative,-0.482
9491,unscrupulous,negative,-0.482
9667,wasted,negative,-0.482
716,bad coffee,negative,-0.483
2692,end argument,negative,-0.483
4381,kaki perempuan,negative,-0.483
5232,longkau chui,negative,-0.483
7256,red tape,negative,-0.483
7636,say somemore,negative,-0.483
7819,sewer service,negative,-0.483
8468,stop abuse,negative,-0.483
9332,unappetizing,negative,-0.483
9464,unpalatable,negative,-0.483
2694,end matter,negative,-0.484
5316,lum pa bin,negative,-0.484
7341,resolve dispute,negative,-0.484
7708,see what see,negative,-0.484
7808,settle,negative,-0.484
7925,si mi,negative,-0.484
8199,solve issue,negative,-0.484
8528,stupid expression,negative,-0.484
8966,terbalik,negative,-0.484
56,accuse,negative,-0.485
347,ah soh,negative,-0.485
1907,comeuppance,negative,-0.485
2541,duck,negative,-0.485
3459,grade chaser,negative,-0.485
4945,lack evidence,negative,-0.485
5393,main tuduh,negative,-0.485
6298,orbi good,negative,-0.485
6370,overcritical,negative,-0.485
7362,retribution,negative,-0.485
8488,stress children,negative,-0.485
8728,tak nak tak apa,negative,-0.485
8776,talk rot,negative,-0.485
9067,tiger mother,negative,-0.485
562,armed forces,negative,-0.486
659,aversion,negative,-0.486
1282,bruise ego,negative,-0.486
1903,combat engineers,negative,-0.486
2378,disgust,negative,-0.486
2420,distaste,negative,-0.486
2624,eeyer,negative,-0.486
3553,haiyoh,negative,-0.486
3899,humiliate,negative,-0.486
4512,keling pariah,negative,-0.486
4669,ki chia,negative,-0.486
5693,mianhamida,negative,-0.486
6122,no sound no pic,negative,-0.486
7104,public work,negative,-0.486
7155,pwd,negative,-0.486
7361,retreat,negative,-0.486
7931,sia suay,negative,-0.486
9511,untahantable,negative,-0.486
9951,yuck,negative,-0.486
592,asal boleh saja,negative,-0.487
7264,reflect yourself,negative,-0.487
7703,see mirror,negative,-0.487
9158,too much,negative,-0.487
1191,booger,negative,-0.488
1331,buay zai,negative,-0.488
1523,challenging,negative,-0.488
1581,chay meh goo,negative,-0.488
2816,extreme difficulty,negative,-0.488
3104,frantic,negative,-0.488
3263,gau mm tim,negative,-0.488
3479,great irritation,negative,-0.488
4148,intense suffering,negative,-0.488
5863,mucus,negative,-0.488
6777,pi sai,negative,-0.488
7219,reading problem,negative,-0.488
8156,snot,negative,-0.488
9172,tor hwee,negative,-0.488
117,act ke ai,negative,-0.489
191,action cantik,negative,-0.489
325,ah kow,negative,-0.489
2004,controlled,negative,-0.489
2967,final reminder,negative,-0.489
4534,kena control,negative,-0.489
4588,kena sekel,negative,-0.489
5058,last chance,negative,-0.489
5060,last warning,negative,-0.489
6678,perasan class,negative,-0.489
7356,restricted,negative,-0.489
8378,step busy,negative,-0.489
43,accept reality,negative,-0.49
274,affair,negative,-0.49
520,anyhow hentam,negative,-0.49
3806,homewrecker,negative,-0.49
4015,imprudent,negative,-0.49
4017,impulsive,negative,-0.49
4647,kept woman,negative,-0.49
5297,lower expectation,negative,-0.49
5370,mai hiam buay pai,negative,-0.49
5789,mistress,negative,-0.49
6789,picky,negative,-0.49
7112,pukul,negative,-0.49
7205,random choice,negative,-0.49
8704,tak ada brain,negative,-0.49
8740,takde otak,negative,-0.49
9027,third party,negative,-0.49
9881,xiao san,negative,-0.49
1832,climb on top,negative,-0.491
2397,disorganized,negative,-0.491
2802,exploit,negative,-0.491
3201,gabra,negative,-0.491
4757,kong si mi lum pa,negative,-0.491
6599,peak hour,negative,-0.491
6693,perasan jambu,negative,-0.491
6841,plaster your mouth,negative,-0.491
7591,sardine,negative,-0.491
8400,step ke lian,negative,-0.491
8567,suffocating,negative,-0.491
8745,take advantage,negative,-0.491
1410,cakap slang,negative,-0.492
1851,clutter,negative,-0.492
6052,newbie,negative,-0.492
6141,noob,negative,-0.492
7285,relax one corner,negative,-0.492
7424,rojak,negative,-0.492
9474,unqualified,negative,-0.492
4800,kor lian dai,negative,-0.493
4812,kua si mi,negative,-0.493
7521,sai kang,negative,-0.493
7659,scotch tape your mouth,negative,-0.493
514,anxiety,negative,-0.494
847,basketball court,negative,-0.494
1303,buat bodoh,negative,-0.494
1702,china,negative,-0.494
1706,chinapore,negative,-0.494
2275,detest,negative,-0.494
5422,maksiat,negative,-0.494
5632,melebih lebih,negative,-0.494
7260,redundant,negative,-0.494
7783,senseless,negative,-0.494
7878,shitapura,negative,-0.494
8283,spoil market,negative,-0.494
9270,tuangster,negative,-0.494
9869,xenophobia,negative,-0.494
91,act cool,negative,-0.495
220,action mat salleh,negative,-0.495
539,appease spirit,negative,-0.495
984,biadap,negative,-0.495
1467,carry ball,negative,-0.495
1618,cheeminology,negative,-0.495
1932,complicated,negative,-0.495
3321,gila hutang,negative,-0.495
4025,inaccessible,negative,-0.495
4168,intricate,negative,-0.495
4637,kepala otak datuk kau,negative,-0.495
4713,kim zua,negative,-0.495
5386,main kasar,negative,-0.495
5451,malingerer,negative,-0.495
5505,marah,negative,-0.495
5577,mc king,negative,-0.495
5968,nanyang technological university,negative,-0.495
6224,offshore island,negative,-0.495
6852,play rough,negative,-0.495
6953,poser,negative,-0.495
7114,pulau ntu,negative,-0.495
8417,step pretty,negative,-0.495
9422,unforgiving,negative,-0.495
245,ada udang di balik batu,negative,-0.496
923,belah,negative,-0.496
1014,bigotry,negative,-0.496
1659,chickabong,negative,-0.496
2137,cut,negative,-0.496
2831,fa dai,negative,-0.496
3215,gamble,negative,-0.496
3700,heng suay,negative,-0.496
3772,hit or miss,negative,-0.496
3789,hodoh,negative,-0.496
4030,inattentive,negative,-0.496
4072,indian muslim,negative,-0.496
4287,jinxed,negative,-0.496
4493,kee jiak ak,negative,-0.496
4739,knock it down,negative,-0.496
5087,leave,negative,-0.496
5266,lost in thought,negative,-0.496
5308,luck dependent,negative,-0.496
5341,macam betul,negative,-0.496
7028,prejudice,negative,-0.496
7298,religious radical,negative,-0.496
8327,stare blankly,negative,-0.496
8546,suay suay,negative,-0.496
8790,tan boh lui,negative,-0.496
9052,thulukkan,negative,-0.496
9469,unpleasing,negative,-0.496
477,ang moh sai,negative,-0.497
990,bianhamnida,negative,-0.497
1272,broken down,negative,-0.497
1954,condemned,negative,-0.497
2416,disruptive,negative,-0.497
3917,hyperactive,negative,-0.497
4571,kena psycho,negative,-0.497
5064,lau kau,negative,-0.497
5766,mischievous,negative,-0.497
5832,monkey,negative,-0.497
6116,no promotion,negative,-0.497
6713,perasan romantic,negative,-0.497
7321,repent,negative,-0.497
8221,sorry,negative,-0.497
8411,step mat salleh,negative,-0.497
8738,takde hal cari hal,negative,-0.497
9416,unfit,negative,-0.497
1085,blur,negative,-0.498
1087,blur blur katak,negative,-0.498
1490,cause illness,negative,-0.498
1975,confused,negative,-0.498
2796,expensive,negative,-0.498
3476,greasy food,negative,-0.498
3669,heating property,negative,-0.498
3670,heaty,negative,-0.498
4324,jump the gun,negative,-0.498
4917,kupon,negative,-0.498
5384,main hentam,negative,-0.498
6196,oblivious,negative,-0.498
6548,parking coupon,negative,-0.498
6549,parking fee,negative,-0.498
7030,premature action,negative,-0.498
7638,sayang seh,negative,-0.498
8102,slow,negative,-0.498
8218,sore throat,negative,-0.498
8272,spicy food,negative,-0.498
8823,tangkap sweet,negative,-0.498
9285,tunggu lama lama,negative,-0.498
9664,waste money,negative,-0.498
173,act tall buay tall,negative,-0.499
629,atbt,negative,-0.499
657,average,negative,-0.499
761,bag of balls,negative,-0.499
1808,civil servant,negative,-0.499
4570,kena psiko,negative,-0.499
5621,mei ban fa,negative,-0.499
5759,minion,negative,-0.499
7818,sewer serpent,negative,-0.499
8550,submissive,negative,-0.499
149,act sad,negative,-0.5
184,action beng,negative,-0.5
2765,exaggerate action,negative,-0.5
2812,extended punishment,negative,-0.5
3620,harsh treatment,negative,-0.5
4609,kena trick,negative,-0.5
6358,over,negative,-0.5
7040,pressure,negative,-0.5
7144,pushup,negative,-0.5
8760,taken advantage of,negative,-0.5
8925,tekan session,negative,-0.5
756,badly drawn eyebrow,negative,-0.501
1283,brutal,negative,-0.501
1379,buta hati,negative,-0.501
1384,butt in,negative,-0.501
1891,cold blooded,negative,-0.501
2359,discharge,negative,-0.501
2903,fatty bom bom,negative,-0.501
3242,gao cuo,negative,-0.501
4385,kaki sampuk,negative,-0.501
4621,kening terperanjat,negative,-0.501
5582,mckkj,negative,-0.501
5771,misinformed,negative,-0.501
5788,mistaken,negative,-0.501
6331,otak kuning,negative,-0.501
6506,pang jio,negative,-0.501
8189,soh chai,negative,-0.501
9508,unsympathetic,negative,-0.501
9848,wrong,negative,-0.501
2826,eyes got stamp,negative,-0.502
3291,get insufficient respect,negative,-0.502
6089,no choice,negative,-0.502
7108,pui,negative,-0.502
8114,small boy,negative,-0.502
8735,takde bodek,negative,-0.502
9254,tua,negative,-0.502
213,action kesian,negative,-0.503
605,ask reinforcement,negative,-0.503
1027,biol,negative,-0.503
1401,cabul,negative,-0.503
1416,call backup,negative,-0.503
1528,change parade,negative,-0.503
2294,diao zui,negative,-0.503
2858,fall in,negative,-0.503
3091,former president,negative,-0.503
3235,gang fight,negative,-0.503
3501,grouchy,negative,-0.503
3767,hisap dadah,negative,-0.503
4494,kee siao,negative,-0.503
4558,kena kutuk,negative,-0.503
4667,kfc man,negative,-0.503
5144,lian hei hei,negative,-0.503
6797,pijak,negative,-0.503
7469,rubber stamp,negative,-0.503
9150,tony tan,negative,-0.503
9412,unfavourable circumstance,negative,-0.503
9585,vetti,negative,-0.503
9923,you mei you gao cuo,negative,-0.503
83,act busy,negative,-0.504
1576,chase rank,negative,-0.504
2509,drink beer,negative,-0.504
3313,gila bab,negative,-0.504
3330,gila rank,negative,-0.504
4387,kaki togok,negative,-0.504
5620,megalomaniac,negative,-0.504
8073,slack,negative,-0.504
9053,thulukkar,negative,-0.504
9123,togok,negative,-0.504
178,action,negative,-0.505
962,beruk,negative,-0.505
1090,blur katak,negative,-0.505
2563,dump,negative,-0.505
3447,got eye see no tarzan,negative,-0.505
4952,lack perception,negative,-0.505
6088,no brain,negative,-0.505
6477,pala otak kau,negative,-0.505
6511,pang sai,negative,-0.505
6877,pok kai hum kar chan,negative,-0.505
6950,porn,negative,-0.505
7559,sammy boy forum,negative,-0.505
8003,singapoop,negative,-0.505
9170,topo king,negative,-0.505
9286,tunggu long long,negative,-0.505
66,act,negative,-0.506
1012,big size,negative,-0.506
1156,bodek,negative,-0.506
1496,cb mouth,negative,-0.506
1605,chee bye chwee,negative,-0.506
2162,damaged,negative,-0.506
2916,fcuk,negative,-0.506
3276,gempal,negative,-0.506
4545,kena geng bang,negative,-0.506
4555,kena kiss backside,negative,-0.506
5953,nabeh,negative,-0.506
6120,no shame,negative,-0.506
6167,notification letter,negative,-0.506
6361,over-pamper,negative,-0.506
6635,penat,negative,-0.506
6717,perasan sexy,negative,-0.506
7441,rosak,negative,-0.506
7511,saf 100,negative,-0.506
7809,settle debt,negative,-0.506
8385,step cool,negative,-0.506
8580,suka hati lah,negative,-0.506
9127,tok chai tau,negative,-0.506
9206,training,negative,-0.506
1545,chao mugger,negative,-0.507
1862,cock fella,negative,-0.507
1864,cockanaathan,negative,-0.507
4515,kelong queen,negative,-0.507
5381,main bedal,negative,-0.507
5546,mat rempit,negative,-0.507
6382,overly concerned,negative,-0.507
6390,overly hardworking,negative,-0.507
8036,sinkapore,negative,-0.507
8727,tak nak sudah,negative,-0.507
8812,tangkap feeling,negative,-0.507
9478,unreliable,negative,-0.507
141,act pandai,negative,-0.508
365,ai pee ai chee ai kin ai tua liap,negative,-0.508
652,authoritarian,negative,-0.508
1377,busybody,negative,-0.508
1612,chee ko pek,negative,-0.508
2374,disgraced,negative,-0.508
2606,eavesdrop,negative,-0.508
3445,gossip,negative,-0.508
3888,huha,negative,-0.508
4140,insufficient knowledge,negative,-0.508
4170,intrusive,negative,-0.508
4197,issue,negative,-0.508
4449,karut,negative,-0.508
4475,kaypoh kia,negative,-0.508
4553,kena kick,negative,-0.508
5458,maluated,negative,-0.508
5773,miskin,negative,-0.508
6022,needy,negative,-0.508
6553,party against people,negative,-0.508
6653,peoples action party,negative,-0.508
7186,rabz kebabz,negative,-0.508
9111,tiu,negative,-0.508
9932,you thought he think who confirm,negative,-0.508
824,banyak mulut,negative,-0.509
912,beh paiseh,negative,-0.509
2585,easily wounded,negative,-0.509
2973,find trouble,negative,-0.509
3061,fool,negative,-0.509
3777,hmmm zai,negative,-0.509
3972,ill fate,negative,-0.509
4223,jantan,negative,-0.509
4484,kecil hati,negative,-0.509
4535,kena corner,negative,-0.509
4639,kepala otak kau berjambul,negative,-0.509
5076,law and order,negative,-0.509
6107,no luck,negative,-0.509
6214,offended,negative,-0.509
6327,otak kacang,negative,-0.509
6721,perasan strong,negative,-0.509
6812,pisaasu,negative,-0.509
7500,sabotaj,negative,-0.509
7959,siao tar por,negative,-0.509
8497,strictly follow law,negative,-0.509
8561,sudah lah,negative,-0.509
8754,take to heart,negative,-0.509
9525,unwillingly give in,negative,-0.509
9600,vile,negative,-0.509
9783,win already,negative,-0.509
208,action kaya,negative,-0.51
904,beh hoo,negative,-0.51
1150,bo yong,negative,-0.51
1363,bunuh,negative,-0.51
1577,chattel,negative,-0.51
1624,cheena piang,negative,-0.51
2229,delay,negative,-0.51
2268,destroy,negative,-0.51
2991,fish seller,negative,-0.51
4086,ineffectual,negative,-0.51
4460,kau peh kau bu,negative,-0.51
4707,kill,negative,-0.51
5768,miser,negative,-0.51
6474,pala crack,negative,-0.51
7185,rabz,negative,-0.51
7581,sarakku,negative,-0.51
7813,seven morning eight morning cry father cry mother,negative,-0.51
8450,stingy,negative,-0.51
133,act marah,negative,-0.511
400,aiyoh,negative,-0.511
492,angry,negative,-0.511
615,assess people,negative,-0.511
634,attention-seeking,negative,-0.511
867,bear,negative,-0.511
1008,big mistake,negative,-0.511
1114,bo huat tor,negative,-0.511
1671,chicken ppl,negative,-0.511
1813,class consciousness,negative,-0.511
2259,despair,negative,-0.511
2291,diao,negative,-0.511
2339,dirty look,negative,-0.511
2368,discriminatory,negative,-0.511
2389,dismay,negative,-0.511
2705,endure,negative,-0.511
3063,foolhardy,negative,-0.511
3169,fucked up,negative,-0.511
3260,gatal,negative,-0.511
3350,glare,negative,-0.511
3580,hangry,negative,-0.511
3714,hero,negative,-0.511
3904,hungry,negative,-0.511
3993,impatient,negative,-0.511
4189,irritable,negative,-0.511
4692,kiapap,negative,-0.511
4722,king,negative,-0.511
4819,kuah lang,negative,-0.511
5557,mata keroh,negative,-0.511
6192,obasan,negative,-0.511
6316,orh hoh,negative,-0.511
6345,outdated fashion,negative,-0.511
6670,perasan baik,negative,-0.511
7232,reckless,negative,-0.511
7419,robert tao,negative,-0.511
7624,savior,negative,-0.511
7640,scam,negative,-0.511
8101,sloppy dressing,negative,-0.511
8171,social status,negative,-0.511
8326,stare,negative,-0.511
8563,suffer,negative,-0.511
8825,tank,negative,-0.511
9112,tiu lei lo mo,negative,-0.511
9131,tolerate,negative,-0.511
9337,unavoidable punishment,negative,-0.511
153,act seksi beh seksi,negative,-0.512
343,ah pooi,negative,-0.512
597,asbs,negative,-0.512
2577,early early never say,negative,-0.512
2666,electro minah,negative,-0.512
4343,kah kenna chiu,negative,-0.512
4386,kaki suap,negative,-0.512
4633,kepala botak,negative,-0.512
4763,koo bye,negative,-0.512
5026,lanyak,negative,-0.512
5336,ma si sa ko,negative,-0.512
5784,missed timing,negative,-0.512
6512,pang seh,negative,-0.512
8134,smoking,negative,-0.512
8430,step sweet,negative,-0.512
9335,unattractive,negative,-0.512
9374,underhand,negative,-0.512
9477,unrecognized,negative,-0.512
107,act gerek,negative,-0.513
901,beh gum,negative,-0.513
2934,female,negative,-0.513
3126,frequently sleep,negative,-0.513
3234,gang,negative,-0.513
3850,hostile,negative,-0.513
4040,incompatible,negative,-0.513
4342,kah kana lum pa,negative,-0.513
4595,kena smack,negative,-0.513
4767,koon queen,negative,-0.513
5081,lazy,negative,-0.513
5547,mat rep,negative,-0.513
5776,mismatch,negative,-0.513
6025,neglect work,negative,-0.513
6464,pakcik,negative,-0.513
7179,rabak like murtabak,negative,-0.513
7494,sa la kau,negative,-0.513
7715,seetoopid,negative,-0.513
8814,tangkap glam,negative,-0.513
9504,unsuitable,negative,-0.513
225,action pretty,negative,-0.514
301,agitated,negative,-0.514
585,asal boleh aja,negative,-0.514
663,avoid people,negative,-0.514
743,bad reputation,negative,-0.514
876,bedek,negative,-0.514
1040,bisu,negative,-0.514
1127,bo lui lang,negative,-0.514
1169,bogoshipoyo,negative,-0.514
1295,buang buang money,negative,-0.514
1369,burnt,negative,-0.514
1406,cacat otak,negative,-0.514
1536,chao da,negative,-0.514
1637,cheh,negative,-0.514
2074,cripple,negative,-0.514
2238,delusional,negative,-0.514
2340,dirty minded,negative,-0.514
2344,disabled,negative,-0.514
2365,discord,negative,-0.514
2734,erotic,negative,-0.514
2780,exclamation,negative,-0.514
3097,foul behaviour,negative,-0.514
3150,frivolous,negative,-0.514
3954,ignore call,negative,-0.514
3957,ignore message,negative,-0.514
4029,inarticulate,negative,-0.514
4057,indecent clothings,negative,-0.514
4188,irrit,negative,-0.514
4262,jiak cao,negative,-0.514
4275,jiak sior eng,negative,-0.514
4416,kan ni nia,negative,-0.514
4723,kinky,negative,-0.514
5001,lan jiao bin,negative,-0.514
5406,makan shit,negative,-0.514
5545,mat motor,negative,-0.514
5808,mockery,negative,-0.514
5841,moonjum moraiyum,negative,-0.514
5937,mute,negative,-0.514
6064,niang niang qiang,negative,-0.514
6125,no standard,negative,-0.514
6198,obscene,negative,-0.514
6330,otak kotor,negative,-0.514
6369,overcooked,negative,-0.514
6443,pai kah,negative,-0.514
6847,play foul,negative,-0.514
6923,poor person,negative,-0.514
7195,raja bomoh,negative,-0.514
7664,screening,negative,-0.514
7666,screw inside out,negative,-0.514
7740,self-proclaimed,negative,-0.514
7965,sickening,negative,-0.514
8174,sod dot,negative,-0.514
8377,step bodoh,negative,-0.514
8529,stupid face,negative,-0.514
8606,superficial,negative,-0.514
8733,tak senonoh,negative,-0.514
8828,tanned skin,negative,-0.514
9034,thoughtless,negative,-0.514
9149,tongue tied,negative,-0.514
9153,too free,negative,-0.514
9405,unexpressive,negative,-0.514
9417,unfitting,negative,-0.514
9700,weird ritual,negative,-0.514
355,ai beng beh beng,negative,-0.515
898,beg,negative,-0.515
1137,bo say,negative,-0.515
1285,bu hui zuo ren,negative,-0.515
1343,buffalo,negative,-0.515
1354,bully king,negative,-0.515
1504,cemburu,negative,-0.515
1773,chor lor,negative,-0.515
2546,duduk rumah besarkan perut,negative,-0.515
2581,earnest request,negative,-0.515
2738,eruma maadu,negative,-0.515
3123,frequently eat,negative,-0.515
4028,inappropriate,negative,-0.515
4717,kin chio kia,negative,-0.515
4755,kong si mi,negative,-0.515
5726,minah,negative,-0.515
5913,muntah blood,negative,-0.515
5943,my foot,negative,-0.515
6859,plea,negative,-0.515
7330,request help,negative,-0.515
8044,siong,negative,-0.515
8368,step ah beng,negative,-0.515
9132,tolong,negative,-0.515
9505,unsuitable appearance,negative,-0.515
588,asal boleh cakap,negative,-0.516
797,banana child,negative,-0.516
3921,i told you so,negative,-0.516
4404,kan,negative,-0.516
4577,kena rembat,negative,-0.516
4594,kena slap,negative,-0.516
6205,occifer,negative,-0.516
6380,overly authoritarian,negative,-0.516
7326,repugnant,negative,-0.516
7777,seng lee cho tua,negative,-0.516
9090,tio stomp,negative,-0.516
9656,warning disregarded,negative,-0.516
69,act angry,negative,-0.517
778,bakero,negative,-0.517
869,beat up,negative,-0.517
2080,criticize,negative,-0.517
2174,dark-colored skin,negative,-0.517
2375,disgraceful,negative,-0.517
2381,dishonest,negative,-0.517
2393,dismissal,negative,-0.517
2457,dominant,negative,-0.517
2677,embarrassing,negative,-0.517
3624,hasty,negative,-0.517
3626,hate,negative,-0.517
3769,hit,negative,-0.517
4064,indian,negative,-0.517
4769,kope,negative,-0.517
4782,kopi money,negative,-0.517
4965,lak seh,negative,-0.517
5373,mai la mai la wa mai,negative,-0.517
5461,mamak,negative,-0.517
5550,mat rocker rocker,negative,-0.517
5807,mocked,negative,-0.517
5861,mu lao hu,negative,-0.517
6282,oppose,negative,-0.517
6432,paggro,negative,-0.517
6566,passive,negative,-0.517
6682,perasan cool,negative,-0.517
7187,racism,negative,-0.517
7204,random answer,negative,-0.517
7269,refusal,negative,-0.517
7280,rejection,negative,-0.517
7701,see me no up,negative,-0.517
7843,shame,negative,-0.517
7907,shrew,negative,-0.517
8150,sneered at,negative,-0.517
8328,startle,negative,-0.517
8521,stun,negative,-0.517
8555,subtle anger,negative,-0.517
8710,tak boleh,negative,-0.517
8755,take without permission,negative,-0.517
9075,tigress,negative,-0.517
9291,turn down,negative,-0.517
9589,vicious,negative,-0.517
9593,victimized,negative,-0.517
9723,whack,negative,-0.517
428,aloof,negative,-0.518
586,asal boleh aje,negative,-0.518
719,bad dream,negative,-0.518
1592,cheat duit,negative,-0.518
1616,cheebilised,negative,-0.518
2836,failed attempt,negative,-0.518
3207,gahmen,negative,-0.518
3441,goreng,negative,-0.518
3563,ham bin,negative,-0.518
4419,kan nin lao peh,negative,-0.518
4646,keps,negative,-0.518
5440,malaysia asal boleh,negative,-0.518
6072,nightmare,negative,-0.518
6074,nine,negative,-0.518
6246,ombodhu,negative,-0.518
6294,orang putih,negative,-0.518
6723,perasan tall,negative,-0.518
7116,pull up,negative,-0.518
7399,ridicule malaysia,negative,-0.518
8013,singapore government,negative,-0.518
9220,traumatize,negative,-0.518
9259,tua kerepot,negative,-0.518
9983,zero fighter,negative,-0.518
361,ai lian buay lian,negative,-0.519
945,berambus,negative,-0.519
1298,buang masa,negative,-0.519
1332,buaya,negative,-0.519
2239,demand explanation,negative,-0.519
2391,dismiss stupid idea,negative,-0.519
2827,eyes kena stamp,negative,-0.519
3151,frivolous remark,negative,-0.519
4056,indecent,negative,-0.519
5036,lao hiao,negative,-0.519
5268,lothario,negative,-0.519
5801,mm sam mm say,negative,-0.519
6388,overly flirtatious,negative,-0.519
7729,seksa,negative,-0.519
7837,shady,negative,-0.519
8123,small talk,negative,-0.519
8773,talk cock sing song,negative,-0.519
8777,talk rubbish,negative,-0.519
9732,what the eff,negative,-0.519
150,act sedih,negative,-0.52
1294,buang buang masa,negative,-0.52
2132,curse word,negative,-0.52
2311,difficult situation,negative,-0.52
2601,eat salt,negative,-0.52
3038,flooding,negative,-0.52
